user,object_name,review_text,rating_value,date,likes,url_address,url_id
Anvar Usmonov,NBU,Bu bank xalq uchun ishlaydi juda ajoyib xar tomonlama qulay foiz oylik to'lovlari xam kam man ko'p tanishlarimga bu bankni maslaxat berganman,5,2025-03-17 21:19:07,9,https://sharh.commeta.uz/en/review/cdb4a37a-297b-4844-a67d-e60064248044,/review/cdb4a37a-297b-4844-a67d-e60064248044
Anvar Usmonov,Click,Bu ilovani man ancha voxtdan beri ishlatib kelaman qulayliklariga gap yo prosta ajoyib ishlashi esa juda tez qulayliklari xam juda ko'p,5,2025-03-17 21:17:33,7,https://sharh.commeta.uz/en/review/5e66d84a-9c3a-43df-951b-c9b5cd59097b,/review/5e66d84a-9c3a-43df-951b-c9b5cd59097b
Oydin ziyo,Baraka Market,Baraka doimo barakali va supper chegirma,5,2025-03-17 21:15:38,17,https://sharh.commeta.uz/en/review/55426110-3b2b-41d7-ba58-d7cdebe870bb,/review/55426110-3b2b-41d7-ba58-d7cdebe870bb
Oydin ziyo,Havas,Havas doimo sifat va qulay narhda,5,2025-03-17 21:13:04,4,https://sharh.commeta.uz/en/review/decbeed1-1016-4406-bcc0-54a09a64aa5b,/review/decbeed1-1016-4406-bcc0-54a09a64aa5b
umida maxmudova,mobi.uz,Mobi.uz eng zor smkarta va intirnet ham alo darajada ishlaydi👍🏻,5,2025-03-17 21:06:44,14,https://sharh.commeta.uz/en/review/f71cda6f-24cc-4012-816f-8f87db59f669,/review/f71cda6f-24cc-4012-816f-8f87db59f669
umida maxmudova,Uzum Market,Sfatli va tezkor yetkazib berish👍🏻,5,2025-03-17 21:02:05,9,https://sharh.commeta.uz/en/review/6207ba34-2e80-44c1-a33d-49167cf4d4e8,/review/6207ba34-2e80-44c1-a33d-49167cf4d4e8
Javohir Odilbekov,Kamolon Osh,Komolon osh mazali va shirin hamda toyimli,5,2025-03-17 21:00:23,16,https://sharh.commeta.uz/en/review/0c7a7ca9-156c-4d7f-ad85-6fb03023433e,/review/0c7a7ca9-156c-4d7f-ad85-6fb03023433e
Javohir Odilbekov,Bellissimo Pizza,BELLISSIMO PIZZASI MAZALI VA SHIRIN HAMDA TOYIMLI TOSHKENTGI N1 ❤️❤️,5,2025-03-17 20:59:34,15,https://sharh.commeta.uz/en/review/7e0377bd-8d00-448c-a072-7012b085fa9c,/review/7e0377bd-8d00-448c-a072-7012b085fa9c
Behruz Maxmatqobulov,mobi.uz,Mobiuz eng yaxshi aloqa operatori men oʻzim ham 2 yildan beri foydalanman tavsiya etaman,5,2025-03-17 20:51:31,12,https://sharh.commeta.uz/en/review/14d620e0-e61e-4774-b124-c17607b07c17,/review/14d620e0-e61e-4774-b124-c17607b07c17
Behruz Maxmatqobulov,Minor somsa,Minor somsa eng yaxshi somsaxonalardan biri xamirlari qasur qusur gushtlari esa yumshoq va mazzali,5,2025-03-17 20:49:20,10,https://sharh.commeta.uz/en/review/7c8d4450-d83b-4c4e-912d-f934f709ef15,/review/7c8d4450-d83b-4c4e-912d-f934f709ef15
Behruz Maxmatqobulov,Evos,Evos mening eng yaxshi kuradigan tandir lavashlarimni tayyorlaydi sizlarga ham tavsiya etaman,5,2025-03-17 20:47:38,11,https://sharh.commeta.uz/en/review/7d1f7a9a-824a-47d8-b5d9-2043f5187166,/review/7d1f7a9a-824a-47d8-b5d9-2043f5187166
Behruz Maxmatqobulov,Oqtepa lavash,Yaxshi lavash va burgerlari sochini men har domim isteʼmol qilaman sizlarga ham tavsiya etaman,5,2025-03-17 20:44:05,10,https://sharh.commeta.uz/en/review/71aca322-99a2-4b88-a6fa-504ff468b12c,/review/71aca322-99a2-4b88-a6fa-504ff468b12c
Jahongir Jabborov,Korzinka.uz,Korzinka juda zõr arzon sifatli,5,2025-03-17 20:41:29,16,https://sharh.commeta.uz/en/review/951f94d7-4b1e-4046-800a-5ddddc539d9d,/review/951f94d7-4b1e-4046-800a-5ddddc539d9d
unknown unknown,Beautyroses Uz,Bu dokon haqida eshittim va darhol bordim gullarni harid qildim lekin haridimga afsuslanmadim,5,2025-03-17 20:36:47,12,https://sharh.commeta.uz/en/review/555eb409-bf77-491c-a675-91e2cb7cfce7,/review/555eb409-bf77-491c-a675-91e2cb7cfce7
unknown unknown,Infinityroses Uz,Atirgullarni juda yaxshi korardim ayni men hohlagan turdagi atirgullar bor ekan,5,2025-03-17 20:35:48,4,https://sharh.commeta.uz/en/review/cf35cd7a-ecc4-4f6b-ba59-cb0f69efd17a,/review/cf35cd7a-ecc4-4f6b-ba59-cb0f69efd17a
unknown unknown,Magflowers.tashkent,Togrisi juda xursad boldim narhi ham hamyonbop,5,2025-03-17 20:34:12,3,https://sharh.commeta.uz/en/review/3d0c0bc3-d34c-4d84-9384-35dccf18972b,/review/3d0c0bc3-d34c-4d84-9384-35dccf18972b
Jahongir Jabborov,Городской родильный комплекс № 6,Juda zoʻr 6-son juda qulay joylar juda alo,4,2025-03-17 20:32:44,5,https://sharh.commeta.uz/en/review/90f9eb22-607f-47c6-b28b-7a43f1168b9f,/review/90f9eb22-607f-47c6-b28b-7a43f1168b9f
unknown unknown,Kamila's flowers,Gullar juda zor ancha turdi ajoyib,5,2025-03-17 20:28:49,6,https://sharh.commeta.uz/en/review/ba3a3bce-2fff-4f82-9313-921d1797c10a,/review/ba3a3bce-2fff-4f82-9313-921d1797c10a
Diyorbek I'm Umurzoqov,Evos,Bemalol oila aʼzolariz bilan saxarlik va iftorlik dasturxoni birga kutib olsalariz boʻladi hamma taomlari halol va shirin sizlarga ham tavsiya etaman,5,2025-03-17 20:27:35,14,https://sharh.commeta.uz/en/review/a2429668-be21-44e9-8af5-cc3f21d135ae,/review/a2429668-be21-44e9-8af5-cc3f21d135ae
Diyor Gaming,Ucell,Lekin tariflar sal qimmatro arzonroq qilsangiz manfaatli boʻlardi,5,2025-03-17 20:07:11,11,https://sharh.commeta.uz/en/review/b26a5bff-69b6-4a38-87f7-6d280f81082c,/review/b26a5bff-69b6-4a38-87f7-6d280f81082c
Diyor Gaming,mobi.uz,Vapshe boʻmba rahmat sizlarga internet tez antenna yaxshi narxi ham hamyonbop 👍🏻,5,2025-03-17 20:05:54,7,https://sharh.commeta.uz/en/review/89063abf-9ecb-430c-b889-d7921d9199f2,/review/89063abf-9ecb-430c-b889-d7921d9199f2
Diyor Gaming,Beeline,Zoʻr narxlari ham ilovasi ham menga yoqdi juda manfaatli,5,2025-03-17 20:04:50,3,https://sharh.commeta.uz/en/review/1b012058-7b7e-448e-97ce-531d7d6165b9,/review/1b012058-7b7e-448e-97ce-531d7d6165b9
Diyor Gaming,Humans,Hammasi zoʻr faqat yana aloqa sifatini yaxshilash kerak,5,2025-03-17 20:03:53,6,https://sharh.commeta.uz/en/review/cccf3772-bc5d-4014-b195-6344d39a19da,/review/cccf3772-bc5d-4014-b195-6344d39a19da
odina Rahimjonova,Click,Pul o'tkazish qulay menga yoqadi,5,2025-03-17 19:36:56,12,https://sharh.commeta.uz/en/review/54559b22-21cc-47b4-9d94-44c130d4710c,/review/54559b22-21cc-47b4-9d94-44c130d4710c
Foot Ball,payme,Payme juda zoʻr unda kammisalar deyarli yoʻq,5,2025-03-17 19:36:05,10,https://sharh.commeta.uz/en/review/ba5639fa-020a-4aa0-aec4-8b6e2ebaa245,/review/ba5639fa-020a-4aa0-aec4-8b6e2ebaa245
Anonymous user,Agrobank,Agrobankda juda qulay bank deyman chunki ishlarimiz tez bitadi,5,2025-03-17 19:26:22,4,https://sharh.commeta.uz/en/review/91a95558-974e-4d42-87c4-9f9ff29699c3,/review/91a95558-974e-4d42-87c4-9f9ff29699c3
Jahongir Hojiboyev,Tourist.uz,Turist.uz siz uchun eng qulayi va ishonchlisi. Sayohatlaringizni tourist.uz bilan amalga oshiring.,5,2025-03-17 19:25:31,6,https://sharh.commeta.uz/en/review/c740c08b-1069-4017-938c-23a58813a520,/review/c740c08b-1069-4017-938c-23a58813a520
Sirojiddin Po'latov,Uzum Market,Uzum market juda qulay tovarlari sifatli,5,2025-03-17 19:19:52,8,https://sharh.commeta.uz/en/review/228d8e46-f68d-40de-8b51-d9f5df780272,/review/228d8e46-f68d-40de-8b51-d9f5df780272
Anonymous user,SQB,Juda eski banklardan sifati yaxshi kreditlari ham yaxshi omonatini foizi baland.,5,2025-03-17 18:54:01,11,https://sharh.commeta.uz/en/review/1b9eac53-a0c8-4b1d-9c4e-363aab064930,/review/1b9eac53-a0c8-4b1d-9c4e-363aab064930
Anonymous user,Agrobank,Bu bank yaxshi har tomonlama meni uzim 4 yildan beri mijoziman . Hammaga tavsiya qilaman.,5,2025-03-17 18:52:27,4,https://sharh.commeta.uz/en/review/a343142f-d971-4ae4-b8c2-316f554651f4,/review/a343142f-d971-4ae4-b8c2-316f554651f4
Anonymous user,Anor bank,"Anorbank yaxshi faqat kreditini foizi baland ,shuni pasaytirish kerak.",4,2025-03-17 18:50:16,9,https://sharh.commeta.uz/en/review/8f47438c-fe85-416f-8e0f-f4d8641b30d1,/review/8f47438c-fe85-416f-8e0f-f4d8641b30d1
odina Rahimjonova,Uzum Market,Zor market menga juda yoqadi Narsalari ham hamyonbop,5,2025-03-17 18:49:49,5,https://sharh.commeta.uz/en/review/43efaef1-003e-4839-b3da-6034288cd4de,/review/43efaef1-003e-4839-b3da-6034288cd4de
Anonymous user,Akfa Medline,Bu yerda yurak kasalligi buyicha shifokorlari zur ekan . Qolganlari ham zur faqat shunga ishim tushdida. Shifokorarga rahmat.,5,2025-03-17 18:47:03,19,https://sharh.commeta.uz/en/review/7bc77f88-9921-4bab-a0d9-8758946e7b18,/review/7bc77f88-9921-4bab-a0d9-8758946e7b18
Anonymous user,Uzum Market,Uzum market zôr juda koʻp narsala zakas qilib olgan biza xamma maxsulotlari sifatli,5,2025-03-17 18:22:26,10,https://sharh.commeta.uz/en/review/2382b159-9a37-4154-a5d5-7ddd3f656c90,/review/2382b159-9a37-4154-a5d5-7ddd3f656c90
Anonymous user,Korzinka.uz,Juda zoʻr xamma narsani xamyonbop narxlarda olsa boladi maxsulotlari xam sifatli,5,2025-03-17 18:20:26,8,https://sharh.commeta.uz/en/review/a9912b3e-7236-4d46-9cc0-228a95f83a66,/review/a9912b3e-7236-4d46-9cc0-228a95f83a66
Umida Lapasova,Evos,Vashi zur taomlari mazali to'yimli,5,2025-03-17 17:59:40,11,https://sharh.commeta.uz/en/review/3913b516-974d-4f22-90e9-c20dd86d3802,/review/3913b516-974d-4f22-90e9-c20dd86d3802
Munisa Tilavova,Agrobank,Men doim agrobank hizmatlaridan faydalanib kelaman juda tez ishlashadi hizmat koʻrsatish ham super ogrobank bilan barchasi oson,5,2025-03-17 17:20:47,7,https://sharh.commeta.uz/en/review/3bccb5bc-a045-414e-a035-7432fdd5bd3a,/review/3bccb5bc-a045-414e-a035-7432fdd5bd3a
Munisa Tilavova,Самаркандский государственный медицинский университет,Universitutga gap boʻlishi mumkin emas super men ham shu universitutni tugatganman ustozlari undagi shart-sharoitlar judayam zoʻr ustozlarga rahmat aytaman bergan bilimlari uchun 👍👍👍👍,5,2025-03-17 17:13:21,9,https://sharh.commeta.uz/en/review/5ac80e82-8984-4033-87da-4ebf8e31c3a9,/review/5ac80e82-8984-4033-87da-4ebf8e31c3a9
Maftuna Qalandarova,Qora qamish osh,Qora qamish owlari juda wirin restaran judayam chiroyli va winam,5,2025-03-17 16:29:09,8,https://sharh.commeta.uz/en/review/ac9353a7-0ca1-4a42-b223-9cabc911506d,/review/ac9353a7-0ca1-4a42-b223-9cabc911506d
Maftuna Qalandarova,Bellissimo Pizza,Har xil pitsalari bor yetkaziw ham juda tezkor.,5,2025-03-17 16:26:12,10,https://sharh.commeta.uz/en/review/c7e6a012-4a63-41da-8f6a-750ed0c284be,/review/c7e6a012-4a63-41da-8f6a-750ed0c284be
Munisa Tilavova,Havas,Mahsulotlar doim yangi hodimlari ham hushmuomila va doimo hamyonbob barcha mahsulotlarni topsa boladi,5,2025-03-17 15:36:35,5,https://sharh.commeta.uz/en/review/bac10013-e29b-4aee-a6eb-bb9c910c7582,/review/bac10013-e29b-4aee-a6eb-bb9c910c7582
Aslida Abduvahobova,Uzum Market,Qishloqdaligimiz uchun bizga bu yerda bazi narsalarni topish juda qiyin shuing uchun men har doim uzumdan foydalanam juda zoʻr ilova sizlarga ham taklif qilaman va juda ishonarli😍,5,2025-03-17 15:28:45,8,https://sharh.commeta.uz/en/review/6b3e6208-74d8-414e-b684-76429492ce79,/review/6b3e6208-74d8-414e-b684-76429492ce79
Sandra Balok,Akmal Oltin Baliq,Балик нархи бошка жойлардан кимматрок,1,2025-03-17 14:53:37,6,https://sharh.commeta.uz/en/review/726288e6-8616-4e9f-815b-b4b78e59d32d,/review/726288e6-8616-4e9f-815b-b4b78e59d32d
Anonymous user,Uzbekistan State University of World Languages,O'zbekiston davlat jahon tillari unversetda talim berish sestemasi baland va talabchan,5,2025-03-17 13:30:05,8,https://sharh.commeta.uz/en/review/bacfc6af-77b8-4e4b-98e7-ee580cf30d5a,/review/bacfc6af-77b8-4e4b-98e7-ee580cf30d5a
SAIDJAXON ADXAMOV,Minor somsa,Minor somsa judahm.yaxshi uning menga yoqqan jihati mazzali va sifatli mahsulotlardan qilinadi Albatta Halol,5,2025-03-17 12:56:10,13,https://sharh.commeta.uz/en/review/5b92183a-0a43-4ce5-b37b-51e221383f65,/review/5b92183a-0a43-4ce5-b37b-51e221383f65
Maloxat Gʻofurova,Akfa Medline,Akfa Medline klinikasida ishlovchi barcha jonkuyar hodimlariga alohida minnatdorchilik bildiraman bemorlarga juda yaxshi qarashar ekan,5,2025-03-17 12:43:21,21,https://sharh.commeta.uz/en/review/f98d2924-38e0-46fc-9738-2062586364c1,/review/f98d2924-38e0-46fc-9738-2062586364c1
Guljahon Norboboyeva,Kashkadarya tandoori with meat and chicken,Tandir gʻoʻshtni birinchi marta yeb koʻrmoqchi boʻlganlar uchun Qashqadaryo tandir goʻshtini tavfsiya qilaman juda mazali va toʻyimli sevib qolasiz tandir gʻoʻshtini,5,2025-03-17 12:37:25,14,https://sharh.commeta.uz/en/review/4a0a363a-f8fe-40f8-8e26-de821d02a3aa,/review/4a0a363a-f8fe-40f8-8e26-de821d02a3aa
Furqat Nasimovich,Rayhon Milliy Taomlari,"Juda yaxshi, barchangizga tafsiya qilaman. Narxlari arzon, ovqatlari mazali va to'yimli,hodimlari esa samimiy. Ayniqsa oilaviy borishingizni tafsiya qilgan bo'lardim.",5,2025-03-17 12:31:13,11,https://sharh.commeta.uz/en/review/2422b02a-e6b4-45f4-80d9-e0e1c8db9ca6,/review/2422b02a-e6b4-45f4-80d9-e0e1c8db9ca6
Furqat Nasimovich,Kamolon Osh,"Taomlari juda mazali, narxlari ham hamyonbop, barcha ga tafsiya qilaman",5,2025-03-17 12:27:20,9,https://sharh.commeta.uz/en/review/93bbee22-1bf2-47ee-a98d-eb92666af7b8,/review/93bbee22-1bf2-47ee-a98d-eb92666af7b8
Guljahon Norboboyeva,OLX.uz,Assalom alaykum juda yahshi narsalarni arzon narxda sotib olish mumkun sotishiz ham mumkun mahsulotini joylashtirib,5,2025-03-17 12:24:32,5,https://sharh.commeta.uz/en/review/5f23e943-8f02-401e-92d9-74f379b56643,/review/5f23e943-8f02-401e-92d9-74f379b56643
Guljahon Norboboyeva,Instagram,Assalom alaykum manga juda yoqadi instagram koʻp narsalarni oʻrganish mumkin,5,2025-03-17 12:22:58,8,https://sharh.commeta.uz/en/review/e6925313-22e3-4847-ae2c-59494631c1a2,/review/e6925313-22e3-4847-ae2c-59494631c1a2
Guljahon Norboboyeva,mobi.uz,"Assalomu alaykum man oʻzim mobi.uz ishlataman manga juda yoqadi telgaram instagram internet tekin undan tashqari 15,000 mb beradi qolgan you tobe lar uchun aloqaga chiqish mutlaqo cheksiz undan tashqari 1000 sms beradi manga qulay tavsiya qilaman internet zor ishlidi",5,2025-03-17 12:21:48,6,https://sharh.commeta.uz/en/review/18555271-977b-4df3-8913-abca1bd818dc,/review/18555271-977b-4df3-8913-abca1bd818dc
Guljahon Norboboyeva,Havas,Havas eng zor market narsalari sifatli va arzon oʻzimni ammamni qizi ishlagan srogi eskirishiga bir kun qolganda sotilmasa u mahsulotni sotuvdan olib tashlarkan har doim sifatiga juda katta etibor berishadi,5,2025-03-17 12:16:58,8,https://sharh.commeta.uz/en/review/4419bdef-d32d-44d8-aeec-b79a6dff137a,/review/4419bdef-d32d-44d8-aeec-b79a6dff137a
Dilfuza Urdusheva,Kamila's flowers,Juda juda chiroyle va sevejiiy gullari. Bilan manga rossayam yoqadi... tafsiya qilaman sizlarga ham,5,2025-03-17 12:16:56,8,https://sharh.commeta.uz/en/review/8a43e1f2-0f80-4839-909d-df3b79678e6b,/review/8a43e1f2-0f80-4839-909d-df3b79678e6b
Dilnoza Sanaqulova,Instagram,Instagram yaxshi ilova hamma har xil ishlatadi kupchilik daromad qiladi. Man uzim uchun yaxshi va foydali narsalarni urgandim,5,2025-03-17 12:16:43,10,https://sharh.commeta.uz/en/review/52e23db2-45db-4f57-b0bd-6f704d9706d4,/review/52e23db2-45db-4f57-b0bd-6f704d9706d4
Dilnoza Sanaqulova,Ucell,Ancha yildan beri ishlataman internet tezligi Zur yaxshi ishlaydi mb daqiqa kup beradi,5,2025-03-17 12:13:21,7,https://sharh.commeta.uz/en/review/f2a178aa-a1c5-49c9-9fd2-901a1781179f,/review/f2a178aa-a1c5-49c9-9fd2-901a1781179f
Dilnoza Sanaqulova,Korzinka.uz,Qulay hamyon bob narsalari sifatli.,5,2025-03-17 12:11:48,9,https://sharh.commeta.uz/en/review/0974abf1-d281-4f4f-8b99-f0151f0411e9,/review/0974abf1-d281-4f4f-8b99-f0151f0411e9
Dilnoza Sanaqulova,Cambridge Learning Centre,Oʻquv markaz yaxshi malakali oʻqituvchilar dars berishadi. Ishonchli,5,2025-03-17 12:08:10,8,https://sharh.commeta.uz/en/review/ba07d9f6-7694-4580-8a6c-2eb93fb1b510,/review/ba07d9f6-7694-4580-8a6c-2eb93fb1b510
Dilnoza Sanaqulova,Uzum Bank,Uzum bank eng Zur va qulay. Tezroq ishlaydi foizi ham kam,5,2025-03-17 12:04:47,7,https://sharh.commeta.uz/en/review/6b4ddd21-ee5a-4403-8fb0-aaeae0a15932,/review/6b4ddd21-ee5a-4403-8fb0-aaeae0a15932
Dilfuza Urdusheva,Axmad oltin jo'ja,Dam olish kunlarisiz ishlashlari manga juda yoqadi.. yetqazib berish xizmati ham mavjud..,5,2025-03-17 11:36:42,4,https://sharh.commeta.uz/en/review/ddcd7132-b342-4624-a1c5-dea618511dd2,/review/ddcd7132-b342-4624-a1c5-dea618511dd2
otabek abdusattorov,Rayhon Milliy Taomlari,Rayhon milliy taomlari zór ovqatlari judayam shirin ☺️,5,2025-03-17 11:32:16,15,https://sharh.commeta.uz/en/review/0592019c-3e16-41c4-97b9-683c5ed0ab12,/review/0592019c-3e16-41c4-97b9-683c5ed0ab12
G'ayratjon Nurilloyev,Minor somsa,Juda mazali xodimlari xush muomilali,5,2025-03-17 10:30:36,11,https://sharh.commeta.uz/en/review/e7c3868b-1689-416d-91b2-23de839ebdf6,/review/e7c3868b-1689-416d-91b2-23de839ebdf6
Anonymous user,Kamolon Osh,Qimmat ham ish sifati Juda pas,1,2025-03-17 10:29:20,11,https://sharh.commeta.uz/en/review/e675aa3f-974d-441f-bc76-bc9a57994c1d,/review/e675aa3f-974d-441f-bc76-bc9a57994c1d
Sohib Murodov,Alfraganus universiteti,Zoʻr taʼlim darajasi yuqori talab kuchli juda zoʻr universitet,4,2025-03-17 09:49:17,14,https://sharh.commeta.uz/en/review/c97002e1-0d0a-4cb0-b170-3391c3404730,/review/c97002e1-0d0a-4cb0-b170-3391c3404730
Diyorbek I'm Umurzoqov,Uzum Market,Avvalambor Roza ayyomlariz muborak bolsin uzum dasturi qulayliklar juda ham xilma xil uzum bank uzum nasiya uzun tezroq hamma tomonlama universal dastur sizga ham tavsiya qilib qolaman,5,2025-03-17 09:48:17,6,https://sharh.commeta.uz/en/review/28e92007-b413-4fd6-9214-25d01d5b8f4e,/review/28e92007-b413-4fd6-9214-25d01d5b8f4e
Sohib Murodov,Asialuxe Travel,Juda zoʻr narxiga gap yoq xodimlar hushmomila,4,2025-03-17 09:46:34,7,https://sharh.commeta.uz/en/review/82eb74bb-8e8e-40d2-982f-61e39f8395fa,/review/82eb74bb-8e8e-40d2-982f-61e39f8395fa
Ziyovuddin omonov,Humans,Chaksiz internet kop qulayliklar,5,2025-03-17 09:46:12,6,https://sharh.commeta.uz/en/review/c0dcce7d-9d86-44a8-9af6-c9560b11c7c3,/review/c0dcce7d-9d86-44a8-9af6-c9560b11c7c3
Dildora Jalilova,payme,Pul oʻtkazmalari ga gap yoʻq qulay ishlashi ham ajoyib hammasi super ♥️♥️,5,2025-03-17 09:43:04,12,https://sharh.commeta.uz/en/review/a45f85af-0415-4c25-a48c-0af36cd3a620,/review/a45f85af-0415-4c25-a48c-0af36cd3a620
Anonymous user,Best school,Yaqinda jiyanimi joylashtiridik jidayam shinam oʻqigin keladi yoshlikka qaytib oʻqituvchilariham juda zor. Ancha bilim saviyasi oshdi rahmat kattakon,5,2025-03-17 09:36:10,11,https://sharh.commeta.uz/en/review/362fb164-6e42-4a63-9b97-2363636b47f8,/review/362fb164-6e42-4a63-9b97-2363636b47f8
Anonymous user,Gardenhouse.uz,Doim olaman bularning doimiy mijoziman narxlardayam muammoq yoq ishonch bor muhimi,5,2025-03-17 09:33:43,6,https://sharh.commeta.uz/en/review/20314c51-af3d-4eed-9d47-680e012f57fe,/review/20314c51-af3d-4eed-9d47-680e012f57fe
Фарход Фахриддинович,Aiko,"Мне нравится продукция AIKO Aroma. Их аромадиффузоры имеют красивый внешний вид и хорошо вписываются в любой интерьер. Ароматы, которые они предлагают, создают уютную атмосферу в доме и могут быть адаптированы к разным настроениям и ситуациям. Отдельно отмечу, что диффузоры работают бесшумно и потребляют мало энергии. Это удачное сочетание стиля, качества и функциональности.",5,2025-03-17 09:23:55,8,https://sharh.commeta.uz/en/review/c330ac54-ec46-4ee2-b79f-c797e2286fa9,/review/c330ac54-ec46-4ee2-b79f-c797e2286fa9
Anonymous user,TBC Bank,Tbs bank juda tezkor.va qulay xalq uchun,5,2025-03-17 09:22:20,7,https://sharh.commeta.uz/en/review/cb3a1713-a73e-4234-9038-5e816cf3dada,/review/cb3a1713-a73e-4234-9038-5e816cf3dada
Alisher Avazmetov,Shox International Hospital,Juda yaxshi kilinika menga yoqti Yana 24/7 ishlashar ekan,5,2025-03-17 09:01:29,14,https://sharh.commeta.uz/en/review/15243085-e641-416d-8692-0fd9e9f453d1,/review/15243085-e641-416d-8692-0fd9e9f453d1
Xadicha Umarova,Iqtidor IT Academy,Kursga gap yoq malades malakali xodimlardan tashkil topgan,5,2025-03-17 08:16:24,8,https://sharh.commeta.uz/en/review/d4ed8c4d-eaf3-42fe-8e0a-1a9de1df00a4,/review/d4ed8c4d-eaf3-42fe-8e0a-1a9de1df00a4
Xadicha Umarova,Oxford learning Centre,Markazga gap yoʼq oʼqitish texnologiyalari Jahon andozalari darajasida,5,2025-03-17 08:14:58,4,https://sharh.commeta.uz/en/review/39d68026-4b70-42ad-9704-75d54120eb1f,/review/39d68026-4b70-42ad-9704-75d54120eb1f
Halimaxon,Click,Ишлаш даражаси ало ва жуда кулай,5,2025-03-17 08:14:52,9,https://sharh.commeta.uz/en/review/50ef89ba-5fa3-4e20-be08-8afc2adf688b,/review/50ef89ba-5fa3-4e20-be08-8afc2adf688b
Ahadjon Husanov,Ipoteka Bank,Juda qulay 5 daqiqada 100.000.000 gach kiridit rasmiylashtirsa boʻladi,5,2025-03-17 08:12:52,7,https://sharh.commeta.uz/en/review/e231602d-7c07-482a-a2b4-adb491a4257a,/review/e231602d-7c07-482a-a2b4-adb491a4257a
Ahadjon Husanov,Hamkorbank,2022- yildan buyon foydalanib kelaman ishonchli bank,5,2025-03-17 08:11:12,7,https://sharh.commeta.uz/en/review/cce2d665-2a9c-442a-9309-c68240f92bd9,/review/cce2d665-2a9c-442a-9309-c68240f92bd9
Ahadjon Husanov,mobi.uz,Voxa tomonlarda ishlatish jua qulay,5,2025-03-17 08:02:24,6,https://sharh.commeta.uz/en/review/d8bf3ea2-7dfa-41b2-ac6b-96bd2f53e194,/review/d8bf3ea2-7dfa-41b2-ac6b-96bd2f53e194
Ahadjon Husanov,Beeline,Bu kampanyaga gap yoʻq istalgan joyda antena chiqadi,5,2025-03-17 08:01:27,3,https://sharh.commeta.uz/en/review/1fc428cd-a7e5-4b06-8b35-0278309d7025,/review/1fc428cd-a7e5-4b06-8b35-0278309d7025
Ahadjon Husanov,OLX.uz,Bu yeda ishonchli snalgan mashina vava boshqa texnikalarni xarid qilsa boʻladi,5,2025-03-17 07:59:51,5,https://sharh.commeta.uz/en/review/2e0370b7-d54a-4662-a295-9eb606404077,/review/2e0370b7-d54a-4662-a295-9eb606404077
Anonymous user,Mutolaa,Yaxshi kkitoblar bor bu joyda kirish arziydi,5,2025-03-17 07:57:38,10,https://sharh.commeta.uz/en/review/e8ddb5eb-43d4-47c2-bad2-3d8f826cf28f,/review/e8ddb5eb-43d4-47c2-bad2-3d8f826cf28f
Ahadjon Husanov,Uzmobile,Uz mobilemobile simkartasida internet paketlari arzon,5,2025-03-17 07:54:01,8,https://sharh.commeta.uz/en/review/b5b405a1-85ff-4878-bb85-f5265b64e50a,/review/b5b405a1-85ff-4878-bb85-f5265b64e50a
Anonymous user,Uzum Market,Uzum market eng zoʼr internet magazin Sfatli va hamyonbob,5,2025-03-17 07:51:01,7,https://sharh.commeta.uz/en/review/2e23993f-970b-4544-93be-c8420d8d1920,/review/2e23993f-970b-4544-93be-c8420d8d1920
Nurmuxammad xolmatov,payme,Xa menga xam peymi yoqadi chunki qulay tez va oson,5,2025-03-17 07:45:43,13,https://sharh.commeta.uz/en/review/bcc544b5-666d-4c8e-b1d2-ce0e86a1022a,/review/bcc544b5-666d-4c8e-b1d2-ce0e86a1022a
Nurmuxammad xolmatov,Korzinka.uz,Manga karzinkada savdo qilish yoqadi chunki xamyonbop,5,2025-03-17 07:39:00,11,https://sharh.commeta.uz/en/review/4b82a69c-6fd5-47d9-a71d-b93c355a41d3,/review/4b82a69c-6fd5-47d9-a71d-b93c355a41d3
Dildora Ro'ziyeva,Xalq Banki,Assalomu alaykum xalq banki juda zor ham ishonchli ham tezkor Uzbekistondagi N1 bank,5,2025-03-17 07:36:02,11,https://sharh.commeta.uz/en/review/93b5d947-bc54-4d19-aab4-a72f52be8306,/review/93b5d947-bc54-4d19-aab4-a72f52be8306
Dinora Ergasheva,Qamar kitoblar do‘koni,Qamar kitoblar dõkonida õziz xohlagan kitoblarni topa olasiz.Xodimlari xushmuomilali.Narxlar ham hamyonbop.,5,2025-03-17 07:01:37,12,https://sharh.commeta.uz/en/review/a02f385e-6ef7-4b48-ae07-05270519698e,/review/a02f385e-6ef7-4b48-ae07-05270519698e
Dinora Ergasheva,Zoodmall,Zoodmall ilovasi onlayn savdo qiluvchilar uchun qulay .Turli xil tavarlar bor.Yetkazib berish xizmati ham tez.Faqat salgina qimmatroqda.,3,2025-03-17 06:54:51,7,https://sharh.commeta.uz/en/review/3db7b4c6-62dc-4a01-a60c-f46ac80982a5,/review/3db7b4c6-62dc-4a01-a60c-f46ac80982a5
Ravshan Ganiyev,Chaykof tashkent,Ertalab nonushta uchun juda zur beshta yulduzga arziydi.,5,2025-03-17 06:52:00,15,https://sharh.commeta.uz/en/review/cdfe9e1b-e8b5-4c5a-b810-fff3336c2557,/review/cdfe9e1b-e8b5-4c5a-b810-fff3336c2557
